"","Year","Area","Street","Street.2"
"2757",2011,"Wolverhampton","Princess St"," "
"2758",2011,"Wolverhampton","Princess St"," "
"2759",2011,"Wolverhampton","Princess St"," "
"2760",2011,"Wolverhampton","Princess St Walsall"," "
"2761",2011,"Wolverhampton","prines St"," "
"2762",2011,"Wolverhampton","Probert Road Wton"," "
"2763",2011,"Wolverhampton","Prosser St Wolves"," "
"2764",2011,"Wolverhampton","Prosser St"," "
"2765",2011,"Wolverhampton","Prowell St"," "
"2766",2011,"Wolverhampton","Queen Sq Wton"," "
"2767",2011,"Wolverhampton","Queen Square"," "
"2768",2011,"Wolverhampton","queen square"," "
"2769",2011,"Wolverhampton","Queen Square"," "
"2770",2011,"Wolverhampton","Queen Square Wolverhampton"," "
"2771",2011,"Wolverhampton","Queen Square Wolverhampton"," "
"2772",2011,"Wolverhampton","Queen Square Wton"," "
"2773",2011,"Wolverhampton","Queen Squsre City Centre Wolverhampton"," "
"2774",2011,"Wolverhampton","Queen St"," "
"2775",2011,"Wolverhampton","Queen St"," "
"2776",2011,"Wolverhampton","Queen St Wolverhampton"," "
"2777",2011,"Wolverhampton","Queen St Wolverhampton"," "
"2778",2011,"Wolverhampton","Queen St Wolverhampton"," "
"2779",2011,"Wolverhampton","Queen St Market St Wolverhampton"," "
"2780",2011,"Wolverhampton","Queen St Market St junction"," "
"2781",2011,"Wolverhampton","Queen St"," "
"2782",2011,"Wolverhampton","Queen St"," "
"2783",2011,"Wolverhampton","Queen St"," "
"2784",2011,"Wolverhampton","Queen St"," "
"2785",2011,"Wolverhampton","Queen St"," "
"2786",2011,"Wolverhampton","Queen St wolverhampton"," "
"2787",2011,"Wolverhampton","Queen St Wolverhampton"," "
"2788",2011,"Wolverhampton","Queen St Wolverhampton"," "
"2789",2011,"Wolverhampton","Queen St w ton"," "
"2790",2011,"Wolverhampton","Queens Square Wolverhampton"," "
"2791",2011,"Wolverhampton","QUEENS SQUARE WOLVERHAMPTON"," "
"2792",2011,"Wolverhampton","Queens St"," "
"2793",2011,"Wolverhampton","Rear of Civic Centre Wolverhampton"," "
"2794",2011,"Wolverhampton","Ring Road"," "
"2795",2011,"Wolverhampton","Ring Road St Georges Wolves"," "
"2796",2011,"Wolverhampton","Royal London P H Wolves City centre"," "
"2797",2011,"Wolverhampton","Sainsburys St Georges"," "
"2798",2011,"Wolverhampton","Salop st wolverhampton"," "
"2799",2011,"Wolverhampton","Salop St Wolves"," "
"2800",2011,"Wolverhampton","School St Wton"," "
"2801",2011,"Wolverhampton","School St"," "
"2802",2011,"Wolverhampton","School St"," "
"2803",2011,"Wolverhampton","School St w ton"," "
"2804",2011,"Wolverhampton","School St W ton"," "
"2805",2011,"Wolverhampton","Showell Circus"," "
"2806",2011,"Wolverhampton","st Georges parade wolverhampton"," "
"2807",2011,"Wolverhampton","St Georges Parade Wolverhampton"," "
"2808",2011,"Wolverhampton","stafford road wolverhampton"," "
"2809",2011,"Wolverhampton","Stafford St"," "
"2810",2011,"Wolverhampton","Stafford St Wton"," "
"2811",2011,"Wolverhampton","Stafford St"," "
"2812",2011,"Wolverhampton","Stafford St"," "
"2813",2011,"Wolverhampton","Stafford St Wolverhampton"," "
"2814",2011,"Wolverhampton","Steel Park Lane Wton"," "
"2815",2011,"Wolverhampton","Subway under traffic island at junction of Ring Road and Bilston St"," "
"2816",2011,"Wolverhampton","Sweetman St Wton"," "
"2817",2011,"Wolverhampton","Temple St"," "
"2818",2011,"Wolverhampton","Tettenhall Road"," "
"2819",2011,"Wolverhampton","tettenhall Road"," "
"2820",2011,"Wolverhampton","The Varsity City Centre"," "
"2821",2011,"Wolverhampton","Thornley St"," "
"2822",2011,"Wolverhampton","Tower St"," "
"2823",2011,"Wolverhampton","Train Station Wolverhampton"," "
"2824",2011,"Wolverhampton","Trysull Road"," "
"2825",2011,"Wolverhampton","Vicarage Road Wton"," "
"2826",2011,"Wolverhampton","Victoria Road"," "
"2827",2011,"Wolverhampton","Victoria Road Wfield Wton"," "
"2828",2011,"Wolverhampton","VIctoria Road Wfield Wton"," "
"2829",2011,"Wolverhampton","victoria st"," "
"2830",2011,"Wolverhampton","Victoria St"," "
"2831",2011,"Wolverhampton","Victoria St"," "
"2832",2011,"Wolverhampton","Victoria St Wolverhampton"," "
"2833",2011,"Wolverhampton","Victoria St Wolverhampton"," "
"2834",2011,"Wolverhampton","Victoria St W ton"," "
"2835",2011,"Wolverhampton","Villiers Ave Wolverhampton"," "
"2836",2011,"Wolverhampton","Wallace Rd"," "
"2837",2011,"Wolverhampton","Wallace Road Bradley"," "
"2838",2011,"Wolverhampton","Walsall St Bilston"," "
"2839",2011,"Wolverhampton","Wanderers Ave Blakenhall"," "
"2840",2011,"Wolverhampton","Wanderers Ave Wton"," "
"2841",2011,"Wolverhampton","Warnford Walk Merry Hill w ton"," "
"2842",2011,"Wolverhampton","warstones drive"," "
"2843",2011,"Wolverhampton","waterloo Rd"," "
"2844",2011,"Wolverhampton","Waterloo Rd Wolverhampton"," "
"2845",2011,"Wolverhampton","Wednesfield High St Wolves"," "
"2846",2011,"Wolverhampton","Wellington Road"," "
"2847",2011,"Wolverhampton","White Oaks St Wton"," "
"2848",2011,"Wolverhampton","whitegates drive coseley"," "
"2849",2011,"Wolverhampton","Willenhall Road East Park Wolverhampton"," "
"2850",2011,"Wolverhampton","Willenhall Road Jtn Deans Road Wton"," "
"2851",2011,"Wolverhampton","William Hill Market St"," "
"2852",2011,"Wolverhampton","Wolverhamptn Train Station"," "
"2853",2011,"Wolverhampton","Wolverhampton train station"," "
"2854",2011,"Wolverhampton","Wolverhampton Railway Station"," "
"2855",2011,"Wolverhampton","Wolverhampton Railway Station"," "
"2856",2011,"Wolverhampton","Wolverhampton Railway Station"," "
"2857",2011,"Wolverhampton","wolverhampton road wednesfield"," "
"2858",2011,"Wolverhampton","Wolverhampton Road Wednesfield Wton"," "
"2859",2011,"Wolverhampton","wolverhampton train station"," "
"2860",2011,"Wolverhampton","wolves railway station"," "
"2861",2011,"Wolverhampton","Wood End Road Wednesfield"," "
"2862",2011,"Wolverhampton","Woodland Ave Tettenhall Wood"," "
"2863",2011,"Wolverhampton","Woolpack Alley"," "
"2864",2011,"Wolverhampton","Wordsworth Ave"," "
"2865",2011,"Wolverhampton","Wton Train Station"," "
"2866",2011,"Wolverhampton","WV Front office"," "
"2867",2011,"Wolverhampton","WVFO"," "
"2868",2011,"Wolverhampton","WVFO"," "
"2869",2012,"Birmingham","Clemence road"," "
"2870",2012,"Birmingham","Clemence road"," "
"2871",2012,"Birmingham","Clemence road"," "
"2872",2012,"Birmingham","Clemence road"," "
"2873",2012,"Birmingham","Clemence road"," "
"2874",2012,"Birmingham","acocks green police station"," "
"2875",2012,"Birmingham","Albert Road"," "
"2876",2012,"Birmingham","Alcester Rd moseley"," "
"2877",2012,"Birmingham","Alcester Road"," "
"2878",2012,"Birmingham","alcester road"," "
"2879",2012,"Birmingham","ALCESTER ROAD MOSELEY"," "
"2880",2012,"Birmingham","Alcester Road Moseley"," "
"2881",2012,"Birmingham","Alcester Road Outside Cross PH"," "
"2882",2012,"Birmingham","Alcester Road Moseley"," "
"2883",2012,"Birmingham","Alecester Road"," "
"2884",2012,"Birmingham","Alum Rock Road"," "
"2885",2012,"Birmingham","Alum Rock Road"," "
"2886",2012,"Birmingham","Alum Rock Road"," "
"2887",2012,"Birmingham","Alum Rock Road Alum Rock"," "
"2888",2012,"Birmingham","Banford Road Ward End"," "
"2889",2012,"Birmingham","BELCHERS LANE"," "
"2890",2012,"Birmingham","Belgrave Middle way"," "
"2891",2012,"Birmingham","Belgravia Close"," "
"2892",2012,"Birmingham","BENNETTS HILL CITY CENTRE"," "
"2893",2012,"Birmingham","Berkely Road"," "
"2894",2012,"Birmingham","Birchley Rise Wagon Lane Olton"," "
"2895",2012,"Birmingham","Birchtree Drive"," "
"2896",2012,"Birmingham","Birmingham New St"," "
"2897",2012,"Birmingham","Birmingham Road Castle Bromwich"," "
"2898",2012,"Birmingham","Birmingham Road Sutton Coldfield"," "
"2899",2012,"Birmingham","Bistol Road Selly Oak"," "
"2900",2012,"Birmingham","Blake Place Bordesley Green"," "
"2901",2012,"Birmingham","Bordesley Green"," "
"2902",2012,"Birmingham","Bordesley Green East"," "
"2903",2012,"Birmingham","Bordesley Green Road Bordesley Green"," "
"2904",2012,"Birmingham","Bordesley Green"," "
"2905",2012,"Birmingham","Bordesly Green Bordesley Green"," "
"2906",2012,"Birmingham","Boscombe Road Tyseley"," "
"2907",2012,"Birmingham","Bournville lane"," "
"2908",2012,"Birmingham","bristol road"," "
"2909",2012,"Birmingham","Bristol Road South"," "
"2910",2012,"Birmingham","Broad St"," "
"2911",2012,"Birmingham","Broad St"," "
"2912",2012,"Birmingham","Broad St"," "
"2913",2012,"Birmingham","Broad St"," "
"2914",2012,"Birmingham","Brookhill Road"," "
"2915",2012,"Birmingham","Brooklands Road"," "
"2916",2012,"Birmingham","brunswick road"," "
"2917",2012,"Birmingham","BULLS HEAD MOSELY"," "
"2918",2012,"Birmingham","Caldwell Road"," "
"2919",2012,"Birmingham","Church Road Yardley"," "
"2920",2012,"Birmingham","Church Road Yardley"," "
"2921",2012,"Birmingham","Church Road Yew Tree"," "
"2922",2012,"Birmingham","Clodeshall Road"," "
"2923",2012,"Birmingham","Coleshill Road"," "
"2924",2012,"Birmingham","Cotterills Lane"," "
"2925",2012,"Birmingham","Coventry Road"," "
"2926",2012,"Birmingham","Coventry rd Sheldon Nr British legion Ivy Leaf"," "
"2927",2012,"Birmingham","Coventry Rd"," "
"2928",2012,"Birmingham","Coventry Road"," "
"2929",2012,"Birmingham","Coventry Road Small Heath"," "
"2930",2012,"Birmingham","CranesPark Road"," "
"2931",2012,"Birmingham","Dale End"," "
"2932",2012,"Birmingham","Drews Lane Ward End"," "
"2933",2012,"Birmingham","Elizabeth Road"," "
"2934",2012,"Birmingham","Emily Road Acocks Green Birmingham"," "
"2935",2012,"Birmingham","Flaxton Grove Kitts Green"," "
"2936",2012,"Birmingham","Foxton Road Washwood Heath"," "
"2937",2012,"Birmingham","FRONT OFFCIE KINGS HEATH POLICE STATION"," "
"2938",2012,"Birmingham","Front Office Stechford Police Station"," "
"2939",2012,"Birmingham","gibbins road"," "
"2940",2012,"Birmingham","Gilsan Way"," "
"2941",2012,"Birmingham","Gospel Farm Road"," "
"2942",2012,"Birmingham","Gospel Lane Acocks Green"," "
"2943",2012,"Birmingham","Green lane Bordesley Green"," "
"2944",2012,"Birmingham","greswold road"," "
"2945",2012,"Birmingham","Harbourne Road Harbourne"," "
"2946",2012,"Birmingham","Hazelville Road Hall Green"," "
"2947",2012,"Birmingham","Heartlands Hospital"," "
"2948",2012,"Birmingham","Heartlands Hospital"," "
"2949",2012,"Birmingham","Heartlands Hospital"," "
"2950",2012,"Birmingham","Heartlands hospital"," "
"2951",2012,"Birmingham","heathfield road"," "
"2952",2012,"Birmingham","Herrick Road"," "
"2953",2012,"Birmingham","High St"," "
"2954",2012,"Birmingham","High St Kings Heath"," "
"2955",2012,"Birmingham","High St Solihull"," "
"2956",2012,"Birmingham","Highfield Road"," "
"2957",2012,"Birmingham","Highfield Road Spark Brook"," "
"2958",2012,"Birmingham","Home Address"," "
"2959",2012,"Birmingham","Homer Rd near Holiday Inn"," "
"2960",2012,"Birmingham","Horrell Road Sheldon"," "
"2961",2012,"Birmingham","Ivy House Road West Heath"," "
"2962",2012,"Birmingham","Jakeman Road"," "
"2963",2012,"Birmingham","juniper close"," "
"2964",2012,"Birmingham","Kemberton Road"," "
"2965",2012,"Birmingham","kings heath high st"," "
"2966",2012,"Birmingham","Kings Norton Green"," "
"2967",2012,"Birmingham","Lady pool road"," "
"2968",2012,"Birmingham","Lady Pool Road"," "
"2969",2012,"Birmingham","Ladypool Road"," "
"2970",2012,"Birmingham","Lea Hall Road"," "
"2971",2012,"Birmingham","lower Severn St"," "
"2972",2012,"Birmingham","Mary St"," "
"2973",2012,"Birmingham","Mary St"," "
"2974",2012,"Birmingham","middle park road"," "
"2975",2012,"Birmingham","Milestone house"," "
"2976",2012,"Birmingham","Milestone house"," "
"2977",2012,"Birmingham","Milestone house"," "
"2978",2012,"Birmingham","Monyhull Road"," "
"2979",2012,"Birmingham","Moseley Road"," "
"2980",2012,"Birmingham","New St Railway Station"," "
"2981",2012,"Birmingham","New St Station"," "
"2982",2012,"Birmingham","Northliegh rd ward end"," "
"2983",2012,"Birmingham","O S Assembly Rooms Poplar Way Solihull"," "
"2984",2012,"Birmingham","O S Assembly Rooms Solihull Town Centre"," "
"2985",2012,"Birmingham","o s Chargrill Chicken Coventry Road"," "
"2986",2012,"Birmingham","Olton Boulevard East"," "
"2987",2012,"Birmingham","OUT SIDE FISH BAR HOBMOORE ROAD"," "
"2988",2012,"Birmingham","outside Arden oak pub"," "
"2989",2012,"Birmingham","outside st colombia nursery alcester road"," "
"2990",2012,"Birmingham","Outside the Bulls Head"," "
"2991",2012,"Birmingham","Parker St Edgbaston"," "
"2992",2012,"Birmingham","Parkland on The Heathway"," "
"2993",2012,"Birmingham","Partridge Road"," "
"2994",2012,"Birmingham","Pershore Road"," "
"2995",2012,"Birmingham","Plymouth Road Stirchley"," "
"2996",2012,"Birmingham","Poplar Road Solihull"," "
"2997",2012,"Birmingham","rea road"," "
"2998",2012,"Birmingham","Regency Hotel"," "
"2999",2012,"Birmingham","RUNCURN ROAD BALSALL HEATH"," "
"3000",2012,"Birmingham","school road"," "
"3001",2012,"Birmingham","Sheath Lane"," "
"3002",2012,"Birmingham","Sheldon Heath Park"," "
"3003",2012,"Birmingham","Shirley Road Acocks Green"," "
"3004",2012,"Birmingham","Solihull Town Centre"," "
"3005",2012,"Birmingham","St Marys Road"," "
"3006",2012,"Birmingham","St Marys Row"," "
"3007",2012,"Birmingham","St Mary s Row Moseley"," "
"3008",2012,"Birmingham","St Pauls road"," "
"3009",2012,"Birmingham","St Pauls road"," "
"3010",2012,"Birmingham","Station Road Stechford"," "
"3011",2012,"Birmingham","Station Road Stechford"," "
"3012",2012,"Birmingham","Station Road Solihul"," "
"3013",2012,"Birmingham","Station Road Solihul"," "
"3014",2012,"Birmingham","Station Road Solihul"," "
"3015",2012,"Birmingham","Station Road Solihul"," "
"3016",2012,"Birmingham","Station Road Solihul"," "
"3017",2012,"Birmingham","Station Road Solihul"," "
"3018",2012,"Birmingham","stechford police station"," "
"3019",2012,"Birmingham","Stechford Swimming Baths"," "
"3020",2012,"Birmingham","Stoney lane"," "
"3021",2012,"Birmingham","Stratford Road"," "
"3022",2012,"Birmingham","STRATFORD ROAD SPARKBROOK"," "
"3023",2012,"Birmingham","Stratford Road Sparkhill"," "
"3024",2012,"Birmingham","SUMMERFIELD ROAD WEOLEY CASTLE"," "
"3025",2012,"Birmingham","Sunbeam way"," "
"3026",2012,"Birmingham","Swanshurst Park"," "
"3027",2012,"Birmingham","The Parade Sutton Coldfield"," "
"3028",2012,"Birmingham","The Radleys"," "
"3029",2012,"Birmingham","Tile Cross Road"," "
"3030",2012,"Birmingham","Tote Betting shop Alum Rock Road"," "
"3031",2012,"Birmingham","Turnburry Road"," "
"3032",2012,"Birmingham","Umberslade Road Selly Oak"," "
"3033",2012,"Birmingham","VICARAGE ROAD KINGHS HEATH"," "
"3034",2012,"Birmingham","Victoria Road Bordesley Green"," "
"3035",2012,"Birmingham","WAKE GREEN ROAD"," "
"3036",2012,"Birmingham","Ward End Park"," "
"3037",2012,"Birmingham","warwich rd"," "
"3038",2012,"Birmingham","Warwick Road"," "
"3039",2012,"Birmingham","warwick road accocks green"," "
"3040",2012,"Birmingham","Wash Lane"," "
"3041",2012,"Birmingham","washwood heath road"," "
"3042",2012,"Birmingham","Washwood Heath Road"," "
"3043",2012,"Birmingham","Watson Road Alum Rock"," "
"3044",2012,"Birmingham","Wheatcroft Road Chelmesley Wood"," "
"3045",2012,"Birmingham","WHEATSHEAF PH COVENTRY ROAD SHELDON"," "
"3046",2012,"Birmingham","WheatSheaf Coventry Road"," "
"3047",2012,"Birmingham","William Hill Bookmakers Washwood Heath Road"," "
"3048",2012,"Birmingham","woodbridge rd"," "
"3049",2012,"Birmingham","Woodbridge Road"," "
"3050",2012,"Birmingham","ACORN PUBLIC HOUSE"," "
"3051",2012,"Birmingham","Atlantic Rd"," "
"3052",2012,"Birmingham","Aylesbury Crescent Kingstanding B ham"," "
"3053",2012,"Birmingham","beggers bush"," "
"3054",2012,"Birmingham","bendall rd kingstanding"," "
"3055",2012,"Birmingham","Berryfields Road Walmley Sutton Coldfield"," "
"3056",2012,"Birmingham","Birmingham Rd"," "
"3057",2012,"Birmingham","Birmingham Road"," "
"3058",2012,"Birmingham","Birmingham Road"," "
"3059",2012,"Birmingham","Birmingham Road"," "
"3060",2012,"Birmingham","Birmingham Road Wylde Green"," "
"3061",2012,"Birmingham","Birmingham Road Wylde Green"," "
"3062",2012,"Birmingham","Boldmere Road"," "
"3063",2012,"Birmingham","Bottle of Sack"," "
"3064",2012,"Birmingham","Boundary Road Erdington"," "
"3065",2012,"Birmingham","Brassington Ave Sutton Coldfield"," "
"3066",2012,"Birmingham","Broad St"," "
"3067",2012,"Birmingham","Capilano Road Erdington"," "
"3068",2012,"Birmingham","Car Park Lidl Pelham Rd aLUM rOCK"," "
"3069",2012,"Birmingham","CAR PARK OF OLD SPECKLED HEN PUBLIC HOUSE MERE GREEN"," "
"3070",2012,"Birmingham","Car Park Reddicap Tavern Hollyfield Road Falcon Lodge"," "
"3071",2012,"Birmingham","Car park Kenilworth Court Wheelwright Rd"," "
"3072",2012,"Birmingham","Chester Road"," "
"3073",2012,"Birmingham","Chesterfield Grove Pype Hayes"," "
"3074",2012,"Birmingham","Chipstead Road"," "
"3075",2012,"Birmingham","Church Road Erdington"," "
"3076",2012,"Birmingham","Coton Lane Erdington B ham"," "
"3077",2012,"Birmingham","Cottishall Walk"," "
"3078",2012,"Birmingham","Court Lane"," "
"3079",2012,"Birmingham","COurt Lane"," "
"3080",2012,"Birmingham","DUKE STREET"," "
"3081",2012,"Birmingham","Ebrook Road Sutton Coldfield"," "
"3082",2012,"Birmingham","Emscote Road"," "
"3083",2012,"Birmingham","Erdington High St"," "
"3084",2012,"Birmingham","Erdington High St"," "
"3085",2012,"Birmingham","Erdington High St"," "
"3086",2012,"Birmingham","Firbeck Grove"," "
"3087",2012,"Birmingham","FRANCES ROAD ERDINGTON"," "
"3088",2012,"Birmingham","Front Odffice Sutton Coldfield"," "
"3089",2012,"Birmingham","Good Hope Hospital"," "
"3090",2012,"Birmingham","Gracechuch Shopping Centre Sutton Coldfield"," "
"3091",2012,"Birmingham","Gravelly Hill"," "
"3092",2012,"Birmingham","Hairy Lemon Erdington High St"," "
"3093",2012,"Birmingham","HAIRY LEMON Lower Parade"," "
"3094",2012,"Birmingham","HAIRY LEMON Lower Parade"," "
"3095",2012,"Birmingham","Hampton Road Erdington B ham"," "
"3096",2012,"Birmingham","Hellbey Close"," "
"3097",2012,"Birmingham","high st sutton coldfield"," "
"3098",2012,"Birmingham","High St Erdington"," "
"3099",2012,"Birmingham","High St Erdington"," "
"3100",2012,"Birmingham","High St Erdington"," "
"3101",2012,"Birmingham","High St Erdington"," "
"3102",2012,"Birmingham","HIGH STREET ERDINGTON"," "
"3103",2012,"Birmingham","HIGH STREET ERDINGTON"," "
"3104",2012,"Birmingham","HIGH STREET ERDINGTON"," "
"3105",2012,"Birmingham","HIGH STREET ERDINGTON"," "
"3106",2012,"Birmingham","HIGH STREET ERDINGTON"," "
"3107",2012,"Birmingham","HIGH STREET ERDINGTON"," "
"3108",2012,"Birmingham","HIGH STREET ERDINGTON"," "
"3109",2012,"Birmingham","high St erdington"," "
"3110",2012,"Birmingham","High St West Bromwich"," "
"3111",2012,"Birmingham","High St West Bromwich"," "
"3112",2012,"Birmingham","High St West Bromwich"," "
"3113",2012,"Birmingham","Inland Road Erdington B ham"," "
"3114",2012,"Birmingham","Job Centre Sutton New Road Erdington"," "
"3115",2012,"Birmingham","Johnson Road Erdington Birmingham"," "
"3116",2012,"Birmingham","Johnson Road Erdington Birmingham"," "
"3117",2012,"Birmingham","Kings Rd"," "
"3118",2012,"Birmingham","KINGSBURY ROAD CASTLE VALE"," "
"3119",2012,"Birmingham","Lichfield rd"," "
"3120",2012,"Birmingham","Lichfield Road"," "
"3121",2012,"Birmingham","Lichfield Road Sutton Coldfield"," "
"3122",2012,"Birmingham","Lichfield Road Sutton Coldfield"," "
"3123",2012,"Birmingham","Litten Tree PH Sutton Town Centre"," "
"3124",2012,"Birmingham","Lower Parade"," "
"3125",2012,"Birmingham","LOWER PARADE"," "
"3126",2012,"Birmingham","Lower parade"," "
"3127",2012,"Birmingham","LOWER PARADE"," "
"3128",2012,"Birmingham","Lower Parade"," "
"3129",2012,"Birmingham","lower parade sutton coldfield"," "
"3130",2012,"Birmingham","Lower Parade Sutton Coldfield"," "
"3131",2012,"Birmingham","Lower Parade Sutton Coldfield"," "
"3132",2012,"Birmingham","Lower Parade Sutton Coldfield"," "
"3133",2012,"Birmingham","Lower Parade Sutton Coldfield"," "
"3134",2012,"Birmingham","Lower Parade Sutton Coldfield"," "
"3135",2012,"Birmingham","Lower Parade Sutton Coldfield"," "
"3136",2012,"Birmingham","Lower Parade Sutton Coldfield Birmingham"," "
"3137",2012,"Birmingham","Lower Parade Sutton Coldfield"," "
"3138",2012,"Birmingham","Lower parade Sutton town centre"," "
"3139",2012,"Birmingham","Madehurst Road erdington"," "
"3140",2012,"Birmingham","MARROWFAT RAOD HANDSWORTH"," "
"3141",2012,"Birmingham","Marsh hill Erdington BN"," "
"3142",2012,"Birmingham","Marsh lane Erdington B ham"," "
"3143",2012,"Birmingham","MERE GREEN ISLAND LICHFIELD ROAD"," "
"3144",2012,"Birmingham","Mill Ave"," "
"3145",2012,"Birmingham","Mill st high St"," "
"3146",2012,"Birmingham","New St"," "
"3147",2012,"Birmingham","New St Station"," "
"3148",2012,"Birmingham","Newdigate Road"," "
"3149",2012,"Birmingham","Newhall Carpark"," "
"3150",2012,"Birmingham","Newhall Walk Sutton Coldfield"," "
"3151",2012,"Birmingham","Normanton Tower Beechmount Drive Erdington Birmingham"," "
"3152",2012,"Birmingham","North Holt Road"," "
"3153",2012,"Birmingham","NORTHOLT DRIVE"," "
"3154",2012,"Birmingham","O S H A"," "
"3155",2012,"Birmingham","O s Hairy Lemon PH"," "
"3156",2012,"Birmingham","O S Kings Arms PH Coleshill Road"," "
"3157",2012,"Birmingham","O S Kings Arms PH Coleshill Road"," "
"3158",2012,"Birmingham","O S LITTEN TREE"," "
"3159",2012,"Birmingham","O S MOO MOOS south parade"," "
"3160",2012,"Birmingham","O s MooMoo Club Sutton Town Centre"," "
"3161",2012,"Birmingham","O S MooMoos night club South parade"," "
"3162",2012,"Birmingham","O S MooMoos Lower parade Sutton Town Centre"," "
"3163",2012,"Birmingham","O S Station PH"," "
"3164",2012,"Birmingham","O S Temple Bar S C Town Centre"," "
"3165",2012,"Birmingham","Orphanage rd"," "
"3166",2012,"Birmingham","Outside Bagot Arms Chester Road Pype Hayes"," "
"3167",2012,"Birmingham","OUTSIDE CITY VIEW ERDINGTON"," "
"3168",2012,"Birmingham","Outside HIRY LEMON Sutton Town Crntr"," "
"3169",2012,"Birmingham","outside home address"," "
"3170",2012,"Birmingham","outside home address"," "
"3171",2012,"Birmingham","Outside Home Address"," "
"3172",2012,"Birmingham","OUTSIDE LITTEN TREE BIRMINGHAM ROAD"," "
"3173",2012,"Birmingham","outside MooMoo s Bar South Parade Sutton Coldfield"," "
"3174",2012,"Birmingham","outside MooMoo s Bar South Parade Sutton Coldfield"," "
"3175",2012,"Birmingham","OUTSIDE NEW STREET STATION BIRMINGHAM CITY CENTRE"," "
"3176",2012,"Birmingham","Outside Temple bar Lower Parade Sutton Coldfield"," "
"3177",2012,"Birmingham","Outside The Swan Public house High St Erdington"," "
"3178",2012,"Birmingham","Outside the Temple Bar Sutton Coldfield town centre"," "
"3179",2012,"Birmingham","parade sutton"," "
"3180",2012,"Birmingham","parade Sutton coldfield"," "
"3181",2012,"Birmingham","parade Sutton coldfield"," "
"3182",2012,"Birmingham","Parade Sutton coldfield Town Centre"," "
"3183",2012,"Birmingham","parade sutton coldfield"," "
"3184",2012,"Birmingham","Rectory Road Sutton Coldfield"," "
"3185",2012,"Birmingham","Reddicap Hill"," "
"3186",2012,"Birmingham","Redwing Grove Erdington B ham"," "
"3187",2012,"Birmingham","Redwing Grove Erdington B ham"," "
"3188",2012,"Birmingham","Redwing Grove Erdington B ham"," "
"3189",2012,"Birmingham","Redwing Grove Erdington B ham"," "
"3190",2012,"Birmingham","Redwing Grove Erdington B ham"," "
"3191",2012,"Birmingham","Redwing Grove Erdington B ham"," "
"3192",2012,"Birmingham","Redwing Grove Erdington B ham"," "
"3193",2012,"Birmingham","reservoir rd erdington"," "
"3194",2012,"Birmingham","reservoir rd erdington"," "
"3195",2012,"Birmingham","reservoir rd erdington"," "
"3196",2012,"Birmingham","reservoir rd erdington"," "
"3197",2012,"Birmingham","reservoir rd erdington"," "
"3198",2012,"Birmingham","RESERVOIR ROAD"," "
"3199",2012,"Birmingham","Ridgeway Erdington"," "
"3200",2012,"Birmingham","SC Town Centre"," "
"3201",2012,"Birmingham","Short Heath Rd"," "
"3202",2012,"Birmingham","Slade Road"," "
"3203",2012,"Birmingham","Slade Road"," "
"3204",2012,"Birmingham","SOMERSET ROAD ERDINGTON"," "
"3205",2012,"Birmingham","South Parade"," "
"3206",2012,"Birmingham","South Parade"," "
"3207",2012,"Birmingham","South Parade"," "
"3208",2012,"Birmingham","South Parade"," "
"3209",2012,"Birmingham","South Parade"," "
"3210",2012,"Birmingham","South Parade"," "
"3211",2012,"Birmingham","South parade Sutton Coldfield Town Centre"," "
"3212",2012,"Birmingham","South parade O s Moomoo"," "
"3213",2012,"Birmingham","South parade S C Town Centre"," "
"3214",2012,"Birmingham","South Parade Sutton Coldfield"," "
"3215",2012,"Birmingham","South Parade Sutton Coldfield"," "
"3216",2012,"Birmingham","South Parade Sutton Coldfield"," "
"3217",2012,"Birmingham","South Parade Sutton Coldfield"," "
"3218",2012,"Birmingham","SOUTH PARADE SUTTON COLDFIELD"," "
"3219",2012,"Birmingham","SOUTH PARADE SUTTON COLDFIELD"," "
"3220",2012,"Birmingham","SOUTH PARADE SUTTON COLDFIELD"," "
"3221",2012,"Birmingham","South Parade Sutton Coldfield"," "
"3222",2012,"Birmingham","South Parade Sutton Coldfield Birmingham"," "
"3223",2012,"Birmingham","South Parades Sutton Coldfield"," "
"3224",2012,"Birmingham","St Mary St John Social Club Gravelly Hill North"," "
"3225",2012,"Birmingham","Sutton New Road"," "
"3226",2012,"Birmingham","Sutton New Road Erdington"," "
"3227",2012,"Birmingham","Sutton New Road Erdington"," "
"3228",2012,"Birmingham","Sutton New Road Erdington"," "
"3229",2012,"Birmingham","Sutton New Road Erdington"," "
"3230",2012,"Birmingham","Sutton New Road Erdington"," "
"3231",2012,"Birmingham","Sutton New Road Erdington"," "
"3232",2012,"Birmingham","Sutton Town Centre"," "
"3233",2012,"Birmingham","Sutton Town Centre"," "
"3234",2012,"Birmingham","Sutton Town Centre"," "
"3235",2012,"Birmingham","Sutton Town Centre"," "
"3236",2012,"Birmingham","Sutton Town Centre"," "
"3237",2012,"Birmingham","Sutton Town Centre"," "
"3238",2012,"Birmingham","Sutton Town Centre"," "
"3239",2012,"Birmingham","Sutton Town Centre"," "
"3240",2012,"Birmingham","Sutton Town Centre"," "
"3241",2012,"Birmingham","Sutton Town Centre"," "
"3242",2012,"Birmingham","Sutton Town Centre"," "
"3243",2012,"Birmingham","Sutton Town Centre"," "
